"""c""",(cfs),(fps),(ft),(ft/ft),(in),0.003042372881355911,0.5082000000000001,1180,20,32.108971468560014,4.5276000000000005,4.980360000000001,424.23,427.7,8,"8 mhd-r 1.1c=0.462/9.8 (t5613, upper half)",9.8,area,b/p,base,base ca,board,col_1,col_10,col_100,col_101,col_102,col_103,col_104,col_105,col_106,col_107,col_108,col_109,col_11,col_110,col_111,col_112,col_113,col_114,col_115,col_116,col_117,col_118,col_119,col_12,col_120,col_121,col_122,col_123,col_124,col_125,col_126,col_127,col_128,col_129,col_130,col_131,col_132,col_14,col_15,col_16,col_17,col_18,col_2,col_23,col_3,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_4,col_40,col_41,col_42,col_43,col_44,col_45,col_46,col_47,col_48,col_49,col_5,col_50,col_51,col_52,col_53,col_54,col_55,col_56,col_57,col_58,col_59,col_6,col_60,col_61,col_62,col_63,col_64,col_65,col_66,col_67,col_68,col_69,col_7,col_70,col_71,col_72,col_73,col_74,col_75,col_76,col_77,col_78,col_79,col_8,col_80,col_81,col_82,col_83,col_84,col_85,col_86,col_87,col_88,col_89,col_9,col_90,col_91,col_92,col_93,col_94,col_95,col_96,col_97,col_98,col_99,delta fb,description,dia,dist.,dn strm,egl elev.,elev,f/s,freebrd,hgl,hgl elev.,hl,i,inlet,jct,jct area,jct.,keystroke,length,location,loss,losses,macro or dialog box,mca,mod.,modules,name,q,r/g,slope,soffit,soffit elev.,source_row,source_sheet,stream jct,t/c,t/p,t/t,t56013,tc,type,userforms,vel,worksheet formulas
,,,,,,0.004696847210994343,0.4832347140039448,1237,20,30.216401507302905,2.38,2.45,399.044,404.854,124.1,124.1: (RD: 1.0C=0.9/0.97) (OS: 1.0C=0.5/2.29) (OS: 1.2C=0.24/1.81) ,5.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170,DI TABLE,,,,,,,,,,
,,,,,,0.001983640081799589,0.5191815856777494,978,20,32.42907722613515,2.0300000000000002,2.0300000000000002,399.374,401.314,124.2,124.2: (MD-R: 1.0C=0.5/3.73) (RD: 1.0C=0.9/0.18) ,3.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171,DI TABLE,,,,,,,,,,
,,,,,,0.0031201382886775772,0.5060532687651331,1157,20,31.72405660808453,2.09,2.09,399.184,402.794,124.3,124.3: (MD-R: 1.0C=0.5/4.07) (RD: 1.0C=0.9/0.06) ,4.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172,DI TABLE,,,,,,,,,,
,,,,,,0.0027895392278954037,0.5002881844380402,1606,20,37.21118503423641,8.68,8.68,399.224,403.704,124.4,124.4: (MD-R: 1.0C=0.5/17.35) ,17.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173,DI TABLE,,,,,,,,,,
,,,,,,0.0032746478873239677,0.5980392156862745,284,20,22.809101974588618,0.61,0.61,399.344,400.274,124.5,124.5: (MD-R: 1.0C=0.5/0.79) (RD: 1.0C=0.9/0.23) ,1.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174,DI TABLE,,,,,,,,,,
,,,,,,0.00674844720496895,0.5,644,20,24.43726544017208,1.37,1.37,399.344,403.69,124.6,124.6: (MD-R: 1.0C=0.5/2.74) ,2.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175,DI TABLE,,,,,,,,,,
,,,,,,0.0015422578655151142,0.6153846153846154,1621,20,43.363396915203616,3.12,3.12,400.414,402.914,125,125: (MD-R: 1.0C=0.5/3.63) (RD: 1.0C=0.9/1.44) ,5.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176,DI TABLE,,,,,,,,,,
,,,,,,0.003120000000000073,0.5415384615384615,625,20,26.333360214784953,1.76,1.76,400.414,402.36400000000003,126,126: (MD-R: 1.0C=0.5/0.56) (HD-R: 1.0C=0.55/2.69) ,3.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177,DI TABLE,,,,,,,,,,
,,,,,,0.001763848396501428,0.5492227979274612,686,20,29.24538407816899,2.12,2.12,400.374,401.584,127,127: (HD-R: 1.0C=0.55/3.86) ,3.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178,DI TABLE,,,,,,,,,,
,,,,,,0.0023343848580441927,0.6712328767123288,317,20,23.713680204533013,0.49,0.49,400.374,401.11400000000003,127.1,127.1: (HD-R: 1.0C=0.55/0.46) (RD: 1.0C=0.9/0.27) ,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179,DI TABLE,,,,,,,,,,
,,,,,,0.0039447731755424065,0.8987341772151898,507,5,9.56907629899839,0.71,0.71,400.454,402.454,127.2,127.2: (RD: 1.0C=0.9/0.79) ,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180,DI TABLE,,,,,,,,,,
,,,,,,0.0026252158894645625,0.5497512437810945,579,20,26.396280794215507,2.21,2.21,400.80400000000003,402.324,128,128: (HD-R: 1.0C=0.55/4.02) ,4.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181,DI TABLE,,,,,,,,,,
,,,,,,0.0023217247097843735,0.5514018691588785,603,20,27.08342695217392,0.59,0.59,400.80400000000003,402.204,128.1,128.1: (HD-R: 1.0C=0.55/1.07) ,1.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182,DI TABLE,,,,,,,,,,
,,,,,,0.0039447731755424065,0.8958333333333334,507,5,9.56907629899839,0.86,0.86,400.454,402.454,128.2,128.2: (RD: 1.0C=0.9/0.96) ,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183,DI TABLE,,,,,,,,,,
,,,,,,0.0023692307692307134,0.5474452554744526,325,20,23.77929809098797,0.75,0.75,401.464,402.234,129,129: (HD-R: 1.0C=0.55/1.37) ,1.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184,DI TABLE,,,,,,,,,,
,,,,,,0.002265193370165727,0.5454545454545454,362,20,24.305141188377004,0.48,0.48,401.464,402.284,129.1,129.1: (HD-R: 1.0C=0.55/0.88) ,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185,DI TABLE,,,,,,,,,,
,,,,,,N/A,0.5044444444444445,N/A,20,20,3.78,4.54,401.834,N/A,129.2,129.2: (MHD-R: 1.2C=0.504/9) ,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186,DI TABLE,,,,,,,,,,
,,,,,,0.003152173913043495,0.5517241379310345,552,20,25.56500375463555,0.48,0.48,400.824,402.564,130,130: (HD-R: 1.0C=0.55/0.87) ,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187,DI TABLE,,,,,,,,,,
,,,,,,0.00435344827586203,0.9,232,5,6.990227668920468,0.45,0.45,400.824,401.834,130.1,130.1: (RD: 1.0C=0.9/0.5) ,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188,DI TABLE,,,,,,,,,,
,,,,,,0.010344311377245546,0.5966666666666667,668,20,23.717552746774608,1.79,1.79,399.514,406.42400000000004,130.2,130.2: (HD-R: 1.0C=0.55/2.61) (RD: 1.0C=0.9/0.39) ,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189,DI TABLE,,,,,,,,,,
,,,,,,0.002412060301507534,0.8965517241379312,597,5,11.880368832664564,0.52,0.52,399.514,400.954,130.3,130.3: (RD: 1.0C=0.9/0.58) ,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190,DI TABLE,,,,,,,,,,
,,,,,,0.002068965517241458,0.8958333333333334,174,5,7.16523027676487,0.43,0.43,400.694,401.05400000000003,130.4,130.4: (RD: 1.0C=0.9/0.48) ,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191,DI TABLE,,,,,,,,,,
,,,,,,0.0020107238605898124,0.9027777777777778,373,5,9.708299546169748,0.65,0.65,400.694,401.444,130.5,130.5: (RD: 1.0C=0.9/0.72) ,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192,DI TABLE,,,,,,,,,,
,,,,,,0.0019809825673534074,0.6701030927835051,631,10,18.02454656621176,7.72,8.45,396.904,398.154,131,131: (HD-R: 1.0C=0.55/7.38) (NC: 1.2C=0.84/5.23) ,12.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193,DI TABLE,,,,,,,,,,
,,,,,,0.003519500780031246,0.8466730954676953,641,10,16.115739323951416,7.48,8.78,397.044,399.3,132,132: (NC: 1.2C=0.84/9.28) (RD: 1.0C=0.9/1.09) ,10.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194,DI TABLE,,,,,,,,,,
,,,,,,0.002291666666666697,0.35,672,25,32.94556927325246,1.42,1.554,394.57,396.11,133, 133) MDR 1.1c=0.35/10.35,4.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195,DI TABLE,,,,,,,,,,
,,,,,,0.0024857142857142986,0.35,350,25,28.973506332199015,0.3424,0.3745,394.57,395.44,134, 134) MDR 1.1c=0.35/1.07,1.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196,DI TABLE,,,,,,,,,,
,,,,,,0.002295081967213124,0.35,732,25,33.64855297520701,0.7104,0.777,393.5,395.18,135, 135) MDR 1.1c=0.35/2.22,2.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197,DI TABLE,,,,,,,,,,
,,,,,,0.0022617033276931702,0.35000000000000003,1773,25,46.101940119877824,3.312,3.6225,393.48,397.49,136, 136) MDR 1.1c=0.35/10.35,10.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198,DI TABLE,,,,,,,,,,
,,,,,,0.0027447552447552328,0.5020576131687242,572,20,26.179818017328973,1.02,1.22,396.814,398.384,137,137: (MHD-R: 1.2C=0.504/2.43) ,2.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199,DI TABLE,,,,,,,,,,
,,,,,,0.001563981042653953,0.5032679738562091,211,20,23.01993908026978,0.64,0.77,396.814,397.144,137.1,137.1: (MHD-R: 1.2C=0.504/1.53) ,1.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,DI TABLE,,,,,,,,,,
,,,,,,0.007554945054945055,0.5038167938931297,728,20,24.740751525335256,2.2,2.64,396.5,402,138,138: (MHD-R: 1.2C=0.504/5.24) ,5.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201,DI TABLE,,,,,,,,,,
,,,,,,0.00454014598540148,0.8986784140969163,685,5,10.754228874393934,2.04,2.04,395.044,398.154,139,139: (RD: 1.0C=0.9/2.27) ,2.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202,DI TABLE,,,,,,,,,,
,,,,,,0.005059523809523776,0.8999999999999999,672,5,10.347439999309305,2.025,2.025,395,398.4,140, 140) Rd 1.0c=0.90/2.25,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203,DI TABLE,,,,,,,,,,
,,,,,,0.0018421052631579396,0.5036045314109165,760,20,30.022771740596376,4.08,4.89,398.7,400.1,141,141: (MHD-R: 1.2C=0.504/9.71) ,9.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204,DI TABLE,,,,,,,,,,
,,,,,,0.004280487804878038,0.3839953271028037,820,25,32.094122598924805,1.3696,1.6435,393.92,397.43,143, 143) MDR 1.2c=0.384/4.28,4.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205,DI TABLE,,,,,,,,,,
,,,,,,0.00384086444007861,0.38399538106235565,1018,25,34.29746939697826,1.3856,1.6627,393.94,397.85,144, 144) MDR 1.2c=0.384/4.33,4.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206,DI TABLE,,,,,,,,,,
,,,,,,0.002383531960996799,0.38399503722084366,923,25,35.700958513796834,1.2896,1.5475,393.65,395.85,145, 145) MDR 1.2c=0.384/4.03,4.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,DI TABLE,,,,,,,,,,
,,,,,,0.003148584905660396,0.35000000000000003,1696,25,42.10801461518837,2.8896,3.1605,392.15,397.49,146, 146) MDR 1.1c=0.35/9.03,9.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208,DI TABLE,,,,,,,,,,
,,,,,,0.002346041055718478,0.9,3751,5,48.833962260411234,5.625,5.625,400,408.8,147, 147) Rd 1.0c=0.90/6.25,6.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209,DI TABLE,,,,,,,,,,
,,,,,,0.0028,0.3838789376158122,1316,25,39.076942700423125,10.36,12.43,GR 401.53,D 405.25,149,149 P: (MD-R: 1.2C=0.384/32.38) ,32.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211,DI TABLE,,,,,,,,,,
,,,,,,0.0050439648281374915,0.8994974874371859,1251,5,14.970174377446545,1.79,1.79,401.51,407.82,150,150: (RD: 1.0C=0.9/1.99) ,1.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212,DI TABLE,,,,,,,,,,
,,,,,,0.0017274472168905513,0.3520098039215686,521,25,32.09523524897844,1.3056,1.4362,400.44,401.34,151, 151) MDR 1.1c=0.35/4.08,4.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213,DI TABLE,,,,,,,,,,
,,,,,,0.0026802096985583434,0.35000000000000003,1526,25,41.68405510762389,3.1808,3.479,394.71,398.8,152, 152) MDR 1.1c=0.35/9.94,9.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214,DI TABLE,,,,,,,,,,
,,,,,,0.005812780269058298,0.35,1784,25,38.244463356285905,7.5136,8.218,394.49,404.86,153, 153) MDR 1.1c=0.35/23.48,23.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215,DI TABLE,,,,,,,,,,
,,,,,,0.005120226308345127,0.35,707,25,30.59250401628977,1.1488,1.2565,394.7,398.32,154, 154) MDR 1.1c=0.35/3.59,3.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216,DI TABLE,,,,,,,,,,
,,,,,,0.004949494949494937,0.3510324483775811,1089,25,33.76150889629969,1.08,1.19,392.93,398.32,155, 155) MDR 1.1c=0.35/3.39,3.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217,DI TABLE,,,,,,,,,,
,,,,,,0.2309205983889528,0.35237068965517243,1738,25,27.047151124313306,2.97,3.27,`,401.34,156, 156) MDR 1.1c=0.35/9.28,9.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218,DI TABLE,,,,,,,,,,
,,,,,,0.0051878354203935195,0.5,559,20,24.392888519616925,2.8,2.8,391.6,394.5,157, 157) MDR 1.0c=0.50/5.60,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219,DI TABLE,,,,,,,,,,
,,,,,,0.0022887323943661672,0.5,1136,20,33.440403043758145,4.45,4.45,391.6,394.2,158, 158) MDR 1.0c=0.50/8.9,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220,DI TABLE,,,,,,,,,,
